page,2013-04 pi,2013-04 pv,2013-05 pi,2013-05 pv,2013-06 pi,2013-06 pv,2013-07 pi,2013-07 pv,2013-08 pi,2013-08 pv,2013-09 pi,2013-09 pv,2013-10 pi,2013-10 pv,2013-11 pi,2013-11 pv,2013-12 pi,2013-12 pv,2014-01 pi,2014-01 pv,2014-02 pi,2014-02 pv,2014-03 pi,2014-03 pv,2014-04 pi,2014-04 pv,2014-05 pi,2014-05 pv,2014-06 pi,2014-06 pv,2014-07 pi,2014-07 pv,2014-08 pi,2014-08 pv,2014-09 pi,2014-09 pv,2014-10 pi,2014-10 pv,2014-11 pi,2014-11 pv,2014-12 pi,2014-12 pv,2015-01 pi,2015-01 pv,2015-02 pi,2015-02 pv,2015-03 pi,2015-03 pv,2015-04 pi,2015-04 pv,2015-05 pi,2015-05 pv,2015-06 pi,2015-06 pv,2015-07 pi,2015-07 pv,2015-08 pi,2015-08 pv,2015-09 pi,2015-09 pv,2015-10 pi,2015-10 pv,2015-11 pi,2015-11 pv,2015-12 pi,2015-12 pv,2016-01 pi,2016-01 pv,2016-02 pi,2016-02 pv,2016-03 pi,2016-03 pv,2016-04 pi,2016-04 pv,2016-05 pi,2016-05 pv,2016-06 pi,2016-06 pv,2016-07 pi,2016-07 pv,2016-08 pi,2016-08 pv,2016-09 pi,2016-09 pv,2016-10 pi,2016-10 pv,2016-11 pi,2016-11 pv,2016-12 pi,2016-12 pv,2017-01 pi,2017-01 pv,2017-02 pi,2017-02 pv,2017-03 pi,2017-03 pv,2017-04 pi,2017-04 pv,2017-05 pi,2017-05 pv,2017-06 pi,2017-06 pv,2017-07 pi,2017-07 pv,2017-08 pi,2017-08 pv,2017-09 pi,2017-09 pv,2017-10 pi,2017-10 pv,2017-11 pi,2017-11 pv,2017-12 pi,2017-12 pv,2018-01 pi,2018-01 pv,2018-02 pi,2018-02 pv,2018-03 pi,2018-03 pv,2018-04 pi,2018-04 pv,2018-05 pi,2018-05 pv,2018-06 pi,2018-06 pv,2018-07 pi,2018-07 pv,2018-08 pi,2018-08 pv,2018-09 pi,2018-09 pv,2018-10 pi,2018-10 pv,2018-11 pi,2018-11 pv,2018-12 pi,2018-12 pv,2019-01 pi,2019-01 pv,2019-02 pi,2019-02 pv,2019-03 pi,2019-03 pv,2019-04 pi,2019-04 pv,2019-05 pi,2019-05 pv,2019-06 pi,2019-06 pv,2019-07 pi,2019-07 pv,2019-08 pi,2019-08 pv,2019-09 pi,2019-09 pv,2019-10 pi,2019-10 pv
geometrien-der-europawahl-berlin-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,86,69,50,40,13,12,11,8,10,9,13,11,19,18,3,3,13,10,4,4,11,11,11,8,7,6,21,18,10,8,4,4,7,7,10,9,4,4,7,5,5,5,6,5,2,2,5,5,11,10,1,1,2,2,4,4,9,7,3,3,1,1,,,4,4,,,4,3,16,14,22,21,16,15,20,19,15,14,18,17,19,18,21,21,18,17,20,17,7,6,2,2,2,2,5,5,5,5,1,1,1,1,1,1,4,4,2,2,3,3,1,1,3,3,3,3,12,12,16,16,4,4,1,1,1,1,1,1,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-725-eins%C3%A4tze-von,,,,,,,,,,,,,,,,,,,,,1,1,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
bebauungspl%C3%A4ne-vorhabenbezogene-bebauungspl%C3%A4ne-geltungsbereiche-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,1,1
bruttowertsch%C3%B6pfung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,6,4,10,9,5,5,4,3,7,3,2,2,3,2,,,,,,,,,,,,,2,2,6,6,7,7,,,,,2,2,,,,,,,,,,,1,1
gew%C3%A4sserverzeichnis-wfs-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
summe-biomasse-anlagen-strom-je-bezirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,2,2,1,1
strat-l%C3%A4rmkarte-lden-tag-abend-nacht-index-stra%C3%9Fen-u-bahnverkehr-2012-ua-atom-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
einwohnerinnen-und-einwohner-nach-wohnlagen-den-lor-planungsr%C3%A4umen-am-31122014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,33,20,18,40,35,34,26,25,21,16,15,27,25,23,21,31,27,30,27,29,28,21,18,12,12,1,1,5,5,5,4,3,3,2,2,2,1,4,4,2,2,1,1,3,3,2,1,1,1,6,6,5,5,3,3,1,1,2,2,,,1,1,2,2,,,4,4,,,,,,,,,4,3,1,1,,,,,,,4,3,2,2,2,2,,,,,,,5,4,,,2,2,,,1,1,1,1
lapro-beschlussfassung-naturhaushaltumweltschutz-programmplan-wfs-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-3109-rheumatische-erkrankungen,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
luftbilder-1992-mastab-110-000-wms-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
standardlastprofil-gewerbe-allgemein-2015-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1
wochen-und-tr%C3%B6delm%C3%A4rkte-0https%3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
digitale-farbige-orthophotos-2017-dop20rgb-wms-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,3,3,8,5,5,4,2,2,,,,,,,2,2,1,1,1,1,,,,,,,1,1,,,2,2,1,1,1,1,1,1
einwohnerinnen-und-einwohner-den-ortsteilen-berlins-am-30062012,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,13,12,9,7,5,5,5,4,5,4,20,18,6,5,5,5,2,2,5,4,2,2,4,3,,,2,2,,,,,,,,,,,1,1,,,,,,,1,1,2,2,1,1,,,1,1,2,2,,,,,,,,,4,2,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,3,2,1,1,,,3,3,,,,,,,5,4,,,2,2,,,,,,,1,1,,,1,1,,,1,1,1,1
standardeinspeisprofil-bhkw-2018-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,1,1,1,1,,,,,2,2,,,,,,,,,,,,,1,1,,,1,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,5,4,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,10,5,,,,,,,,,1,1,1,1,,,1,1,1,1,,,2,2,2,2,,,,,1,1
stra%C3%9Fenbefahrung-2014-haltebereich-bus-wfs-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1
lichtsignalanlagen-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,7,1,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-allgemeine-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,3,3,,,,,8,2,,,,,,,,,,,,,,,,,,,1,1,12,12,1,1,,,,,,,,,,,1,1,1,1,3,3,3,3,,,5,5,4,3,5,4,,,2,2,,,,,,,2,2,1,1,1,1,3,3,1,1,1,1,2,2,2,2,2,2,,,,,,,2,2,,,4,3,,,2,1,1,1,5,5,,,3,3,,,1,1,1,1
st%C3%A4dtebauliche-dichte-geschossfl%C3%A4chenzahl-gfz-2015-lor-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,1,1
blockkarte-1-50000-isu50-raumbezug-umweltatlas-2010-wfs-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
daten-ausfall-uw-gruppe-f%C3%BCr-energyhack-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-bev%C3%B6lkerung-und-bev%C3%B6lkerungsspezifische-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,7,3,3,,,,,,,,,,,,,3,3,2,2,4,4,1,1,8,7,2,2,,,1,1,1,1,,,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,2,2,3,2,,,,,,,,,,,1,1
friedhofsbestand-berlin-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-ausgaben-und-finanzierung-indikatoren-zur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,,,,,,,,,,,,,,,,,,,1,1,,,3,3,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,4,2,,,,,,,,,,,,,,,1,1,1,1,,,,,1,1,,,,,2,2,,,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,1,1
bestand-windkraftanlagen-berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2,2,4,3,2,2,,,,,,,,,,,,,,,2,2,1,1
arbeitslose-unter-25-jahren-jugendarbeitslosigkeit-2014-v-2-wms-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
abschlussbericht-der-ag-open-data-berlin,,,,,,,,,,,,,,,,,,,,,,,,,44,36,18,15,42,36,34,30,24,22,11,11,9,7,7,7,2,2,4,3,7,7,5,4,3,3,2,2,5,5,10,9,13,12,2,2,7,6,9,9,3,3,4,4,5,5,5,4,2,2,3,3,,,1,1,4,3,3,2,1,1,4,4,,,1,1,5,4,,,8,8,4,4,,,2,1,4,4,1,1,4,4,48,35,24,23,48,42,23,21,19,19,12,9,,,,,,,,,,,,,2,2,6,1,7,5,3,3,1,1,3,2,5,4,3,3,5,3,3,2,2,2,1,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,10,10,5,5,3,3,7,5,13,12,3,3,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,4,4,3,1,1,,,4,3,1,1,3,2,3,3,2,2,,,,,,,1,1,1,1,3,3,,,,,,,,,1,1,1,1,,,2,2,2,2,2,2,,,1,1,,,,,1,1
klimamodell-berlin-planungshinweise-stadtklima-2015-hauptkarte-umweltatlas-wms-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gr%C3%BCndungen-und-insolvenzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,27,27,27,5,5,5,5,6,6,7,6,3,3,4,3,2,2,2,2,,,,,,,,,,,1,1
behindertenparkpltze-im-bezirk-friedrichshain-kreuzberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
geologische-skizze-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1
solaranlagen-photovoltaik-auf-bezirksregionebene-umweltatlas-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,1,,,,,,,,,,,,,,,,,1,1
atkis-schleuse-fl%C3%A4che-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-kontext-gesundheitsmonitoring-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,2,2,31,26,19,16,3,3,9,7,13,11,5,5,8,6,12,11,22,19,4,4,17,15,12,8,5,4,13,11,6,5,5,3,1,1,10,6,18,16,7,7,11,10,2,2,2,1,2,2,8,6,6,6,3,3,,,,,,,1,1,1,1,2,2,,,2,2,3,2,,,,,,,,,1,1,1,1
senatsvorlagen-der-senatsverwaltung-f%C3%BCr-wirtschaft-energie-und-betriebe-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,2,2,,,1,1,2,2,1,1,4,3,,,,,,,1,1,4,3,2,2,,,1,1,1,1
einschulbereiche-geometrien-berlin-201718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,10,8,3,3,3,3,3,3,3,3,3,3,1,1
einzugsgebiete-der-regenwasserkanalisation-2017-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,1,1
kanalisation-2012-umweltatlas-wfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-einrichtungen-des-gesundheitswesens-ambulante-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1
fl%C3%A4chennutzung-stadtstruktur-2010-und-versiegelung-2011-umweltatlas-wfs-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1
einwohnerinnen-und-einwohner-mit-migrationshintergrund-berlin-lor-planungsr%C3%A4umen-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,52,25,20,17,13,24,10,3,3,6,6,17,14,1,1,4,4,5,5,4,4,2,2,10,10,2,2,3,2,,,3,3,1,1
gesundheitsberichterstattung-berlin-statistische-kurzinformationen-suizid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,1
strat-l%C3%A4rmkarte-ln-nacht-index-stra%C3%9Fenverkehr-2017-umweltatlas-atom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
stadtstruktur-fl%C3%A4chentypen-differenziert-2010-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,,3,3,1,1,,,,,,,,,,,,,2,2,,,2,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,,,,,,,,,,,,,1,1,,,1,1
co2-emmissionen-aus-dem-prim%C3%A4renergieverbrauch-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,7,6,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1
gew%C3%A4sserkarte-atom-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
klimamodell-berlin-entwicklung-der-anzahl-klimatologischer-kenntage-der-zukunft-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
strat-l%C3%A4rmkarte-fassadenpegel-gesamtl%C3%A4rm-ln-nacht-2012-umweltatlas-wms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gr%C3%BCnvolumen-block-und-blockteilfl%C3%A4chen-umweltatlas-wfs-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-59-subjektive-l%C3%A4rmbel%C3%A4stigung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitsindikator-317-beeintr%C3%A4chtigung-der,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung-4,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,,,,,,,2,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,3,3,2,2,2,2,2,2,,,,,,,2,2,2,2,1,1,1,1,1,1,2,2,,,3,3,2,2,,,,,,,,,,,,,1,1,,,1,1,1,1,,,4,3,,,,,1,1,,,,,,,2,2,2,2,2,2,4,3,2,2,1,1,4,4,1,1,1,1,2,2,1,1,1,1
datenberlinde-metadaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,84,17,15,8,5,1,1,10,10,3,3,4,4,6,6,20,17,4,4,28,24,4,4,1,1,17,14,9,9,7,6,5,3,4,4,5,5,9,8,6,6,1,1,7,6,9,7,,,3,3,9,8,2,2,5,5,5,5,2,2,1,1
gesundheitsberichterstattung-berlin-gesundheitszustand-der-bev%C3%B6lkerung,,,,,,,,,,,,,,,,,,,,,1,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,5,4,7,6,3,3,5,5,3,3,1,1,,,,,8,8,10,10,8,5,3,3,,,,,1,1,2,2,2,2,2,2,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1
erhaltungsverordnungsgebiete-%C2%A7-172-baugb-wms-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,8,5,1,1
